product_id,name,rating,price,reviews,category,subcategory,weight
4254,"ASUS L203MA-DS04 VivoBook L203MA Laptop, 11.6” HD Display, Intel Celeron Dual Core CPU, 4GB RAM, 64GB Storage, USB-C…",4.3,309.00,3815,Electronics,Laptops,3815
4255,"Grabber Reacher Tool,FitPlus Premium Grabber Tool 32 Inch, Magnet Grabber Reacher for Elderly, Lightweight Extra Long…",4.4,8.95,8590,Industrial & Scientific,Janitorial & Sanitation Supplies,8590
4256,Otium Wireless Earbuds Bluetooth 5.0 Headphones with Digital Intelligence LED Display 3500 mAH Charging Case 135H…,4.4,22.31,12463,Electronics,Headphones,12463
4257,"Acer Swift 3 Thin & Light Laptop, 14"" Full HD IPS, AMD Ryzen 7 4700U Octa-Core with Radeon Graphics, 8GB LPDDR4, 512GB…",4.6,679.99,961,Electronics,Laptops,961
4258,"Vogek Earbuds, Tangle-Free Flat Cord Ergonomic in-Ear Headphones with Dynamic Crystal Clear Sound, Earphones with 3.5mm…",4.4,9.99,14358,Electronics,Headphones,14358
4259,HP 63 | Ink Cartridge | Tri-color | F6U61AN,4.8,28.89,10474,Office Products,Office Supplies,10474
4260,"D'Addario Woodwinds Alto Sax Reeds, Strength 1.5, 10-Pack (RJA1015)",4.7,9.99,3382,Musical Instruments,Instrument Accessories,3382
4261,Gorillaz [Vinyl LP],4.7,20.99,1097,CDs & Vinyl,Rap & Hip-Hop,1097
4262,Hanes Women's X-Temp V-Neck Tee,4.1,6.53,5231,"Clothing, Shoes & Jewelry",Novelty & More,5231
4263,"Powerstep Full Length Orthotic Shoe Insoles Original with Arch Support Unisex- Relieve Metatarsal, Arch and Heel Pain",4.5,26.10,9673,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories",9673
4264,"Force1 Scoot Hand Operated Drones for Kids or Adults - Hands Free Mini Drone, Easy Indoor Small UFO Flying Ball Drone…",4.1,26.95,4416,Electronics,Camera & Photo,4416
4265,Victorinox Swiss Army Classic SD Pocket Knife,4.8,15.95,16481,Tools & Home Improvement,Power & Hand Tools,16481
4266,Sierra Club Engagement Calendar 2021,4.8,14.36,944,Books,Calendars,944
4267,"Everyone 3-in-1 Kids Soap: Shampoo, Body Wash, and Bubble Bath, Lavender Lullaby, 32 Ounce, 2 Count",4.7,20.54,3996,Health & Household,Bath & Bathing Accessories,3996
4268,"Kreg SML-C125B-100 Blue-Kote WR Pocket Screws - 1-1/4-Inch, 100 pack",4.8,5.97,793,Industrial & Scientific,Fasteners,793
4269,Hiland HLDSO1-GTHG 91-Inch Tall Quartz Glass Tube Heater - Black + Cover and Stainless Steel table,4.4,348.89,1366,"Patio, Lawn & Garden",Outdoor Heating,1366
4270,"12 Color Cake Food Coloring Set, Nomeca Food Grade Vibrant Food Color Liquid Dye Tasteless for Baking, Icing, Decorating…",4.5,11.98,2576,Home & Kitchen,Bakeware,2576
4271,"Ariana Grande Ari Eau De Parfum Rollerball, 0.25 Fl Oz (Pack of 1)",4.8,18.40,4477,Beauty & Personal Care,Fragrance,4477
4272,ANTCLABS BLTouch : Auto Bed Leveling Sensor/To be a Premium 3D Printer (With 1M Extension Cable Set),4.4,37.98,991,Industrial & Scientific,Additive Manufacturing Products,991
4273,Men's Zip Up Hoodie Heavyweight Winter Sweatshirt Fleece Sherpa Lined Warm Jacket,4.4,29.99,1246,"Clothing, Shoes & Jewelry",Novelty & More,1246
4274,"Crayola Scribble Scrubbie Safari Animals Tub Set, Color & Wash Creative Toy, Gift for Kids, Ages 3, 4, 5, 6",4.7,13.58,1853,Toys & Games,Preschool,1853
4275,"Cricut Explore Air 2, Blue",4.8,227.00,10456,"Arts, Crafts & Sewing",Scrapbooking,10456
4276,"IAMS PROACTIVE HEALTH Minichunks Dry Dog Food, Chicken",4.8,8.13,6452,Pet Supplies,Dogs,6452
4277,Webroot Internet Security with Antivirus Protection Software | 3 Device | 1 Year Subscription | PC/Mac CD with Keycard,4.4,19.88,1663,Software,Antivirus & Security,1663
4278,"3M High Strength Small Hole Repair, Primer Enhanced Spackling Comlb, 8 oz.",4.6,5.84,15054,Tools & Home Improvement,"Paint, Wall Treatments & Supplies",15054
4279,"Curls Blueberry Bliss Curl Control Jelly, 8 Ounces",4.4,15.99,1666,Grocery & Gourmet Food,Meat Substitutes,1666
4280,Kuoser Cozy Waterproof Windproof Reversible British Style Plaid Dog Vest Winter Coat Warm Dog Apparel for Cold Weather…,4.4,15.59,16489,Pet Supplies,Dogs,16489
4281,"Blood In, Blood Out",4.8,3.99,5293,Movies & TV,DVD,5293
4282,"Philips Norelco MG3750 Multigroom All-In-One Series 3000, 13 attachment trimmer",4.5,17.95,30845,Beauty & Personal Care,Tools & Accessories,30845
4283,Jeecoo Nubwo N13 Stereo Gaming Headset PS4 3.5mm Over Ear Gaming Headphones with Microphone - Lightweight Frame…,4.4,28.98,1329,Video Games,PlayStation Vita,1329
4284,"Neiko 01407A Electronic Digital Caliper Stainless Steel Body with Large LCD Screen,Silver/Black & HATCHBOX PLA 3D…",4.6,22.95,8829,Industrial & Scientific,"Test, Measure & Inspect",8829
4285,"Turtle Beach Battle Buds In-Ear Gaming Headset for Mobile Gaming, Nintendo Switch, Xbox One, Xbox Series X|S…",4.2,29.95,3924,Video Games,Mac Games,3924
4286,"Zinus 6 Inch Green Tea Memory Foam Mattress / CertiPUR-US Certified / Bed-in-a-Box / Pressure Relieving, Narrow Twin",4.4,73.38,69857,Home & Kitchen,Furniture,69857
4287,"Lazy One Flapjacks, Matching Pajamas for The Dog, Baby & Kids, Teens, and Adults",4.6,9.99,863,"Clothing, Shoes & Jewelry",Girls,863
4288,Ultra Pro Satin Tower Deck Box | Black | 1-Pack,4.7,10.99,838,"Patio, Lawn & Garden",Outdoor Storage,838
4289,"Playmags 3D Magnetic Blocks for Kids Set of 100 Blocks to Learn Shapes, Colors, & Alphabet STEM Magnetic Toys Develop…",4.8,38.24,3691,Toys & Games,Novelty & Gag Toys,3691
4290,Harry Potter: The Complete 8-Film Collection,4.8,39.96,30761,Movies & TV,DVD,30761
4291,HUSAN Great Gift Toy for Kids Code Electronic Piggy Banks Mini ATM Electronic Coin Bank Box for Children Password Lock…,4.6,17.33,3425,Toys & Games,Novelty & Gag Toys,3425
4292,"Drone for Kids - Attop Drones with Camera for Kids, AR Game Mode RC Mini Drone w App Gravity Voice Control Trajectory…",3.8,39.99,1258,Electronics,Camera & Photo,1258
4293,ArmoGear Laser Tag – Laser Tag Guns with Vests Set of 4 – Multi Player Laser Tag Set for Teenager Kids and Adults – Home…,4.6,91.99,3173,Toys & Games,Sports & Outdoor Play,3173
4294,"Grandpa Gus's Mouse Repellent; Peppermint and Cinnamon Oil, Freshen Air, Repel Mice from Nesting and Absorbs Leftover…",3.9,19.99,1735,"Patio, Lawn & Garden",Farm & Ranch,1735
4295,Purina Fancy Feast Adult Canned Wet Cat Food,4.7,12.31,7733,Pet Supplies,Cats,7733
4296,"Infrared Thermometer for Adults, Non Contact Forehead Thermometer with Fever Alarm, Accurate Reading and Memory Function…",4.3,27.99,3500,Baby,Baby Care,3500
4297,"Lalvin ICV-D47 Wine Yeast, 5g - 10-Pack",4.7,8.58,1010,Grocery & Gourmet Food,Home Brewing & Winemaking,1010
4298,"Forearm Forklift Lifting and Moving Straps for Furniture, Appliances, Mattresses or Heavy Objects up to 800 Pounds 2…",4.4,19.70,4928,Industrial & Scientific,Material Handling Products,4928
4299,"Hiware 10 Pairs Fiberglass Chopsticks - Reusable Chopsticks Dishwasher Safe, 9 1/2 Inches - Black",4.8,8.99,9414,Home & Kitchen,Dining & Entertaining,9414
4300,Strictly No Elephants,4.8,5.38,1265,Books,Medical Books,1265
4301,Shapenty 1000PCS Bronze Iron Open Jump Rings Connectors Bulk for DIY Craft Earring Necklace Bracelet Pendant Choker…,4.5,6.29,2446,"Arts, Crafts & Sewing",Beading & Jewelry Making,2446
4302,"Shop Succulents | Assorted Collection | Variety Set of Hand Selected, Fully Rooted Live Indoor Succulent Plants, 4-Pack",4.2,12.99,2336,Grocery & Gourmet Food,Fresh Flowers & Live Indoor Plants,2336
4303,"304 Stainless Steel Kitchen Cooking Tongs, 9"" and 12"" Set of 2 Sturdy Grilling Barbeque Brushed Locking Food Tongs with…",4.8,6.99,3958,"Patio, Lawn & Garden",Grills & Outdoor Cooking,3958
4304,"AmazonBasics Blue, White, and Yellow Microfiber Cleaning Cloth - Pack of 24",4.7,14.65,26387,Automotive,Car Care,26387
4305,"Brita Metro Pitcher with 1 Filter, 5 Cup, Red",4.7,17.49,21097,Tools & Home Improvement,Kitchen & Bath Fixtures,21097
4306,My Head Is An Animal [2 LP],4.7,22.49,2152,CDs & Vinyl,Indie & Lo-Fi,2152
4307,LED E26 Garage Bulb Lights with 3 Adustbale Panels 60w(60w Eqv 200w) 5000K 6000LM for Garage Basement and Barn (2 Pack),4.7,29.99,2189,Tools & Home Improvement,Commercial Lighting,2189
4308,Leggings Depot Women's Printed Solid Activewear Jogger Track Cuff Sweatpants,4.4,6.99,24738,Sports & Outdoors,Sports & Fitness,24738
4309,Harry Potter and the Chamber of Secrets,4.9,8.99,22577,Books,Science Fiction & Fantasy,22577
4310,Shynerk SH-M-02 Baby car mirror,4.4,16.99,7968,Automotive,Replacement Parts,7968
4311,Weber 7417 Lighter Cubes,4.8,3.91,9140,"Patio, Lawn & Garden",Grills & Outdoor Cooking,9140
4312,Hiware 6 Inch Non-stick Springform Pan with Removable Bottom - Leakproof Cheesecake Pan with 50 Pcs Parchment Paper…,4.6,9.95,8039,Home & Kitchen,Bakeware,8039
4313,"LEGO Minecraft The Illager Raid 21160 Building Toy Action Playset for Boys and Girls Who Love Minecraft, New 2020 (562…",4.9,48.00,769,Toys & Games,Building & Construction Toys,769
4314,"Garnier Olia Ammonia-Free Brilliant Color Oil-Rich Permanent Hair Color, 1.0 Black (Pack of 1) Black Hair Dye (Packaging…",4.3,4.45,11972,Beauty & Personal Care,Hair Care,11972
4315,"Mack's Pillow Soft Silicone Earplugs - 6 Pair, Value Pack – The Original Moldable Silicone Putty Ear Plugs for Sleeping…",4.3,3.96,13889,Industrial & Scientific,Occupational Health & Safety Products,13889
4316,LEGO City Space Mars Research Shuttle 60226 Space Shuttle Toy Building Kit with Mars Rover and Astronaut Minifigures…,4.9,31.99,4300,Toys & Games,Building & Construction Toys,4300
4317,"PERFECTDAY Garment Steamer, Portable Handheld Steamer Mini Travel Steamer for Travel and Fabric",4.5,13.99,5629,Home & Kitchen,Irons & Steamers,5629
4318,"HAUS LABORATORIES By Lady Gaga: GLAM ROOM PALETTE NO. 1: FAME, 10-Shade Eyeshadow Palette | Blendable & Buildable Eye…",4.7,34.00,782,Beauty & Personal Care,Makeup,782
4319,Carhartt Men's Rugged Flex Rigby Dungaree Pant,4.5,38.34,1998,"Clothing, Shoes & Jewelry","Uniforms, Work & Safety",1998
4320,"BlenderBottle Radian Insulated Stainless Steel Shaker Bottle, 26- Ounce, Arctic Blue",4.6,19.98,4878,Kitchen & Dining,Bar Tools & Drinkware,4878
4321,"Apple MacBook Air (13-inch, 8GB RAM, 256GB SSD Storage) - Gold (Latest Model)",4.8,929.00,6458,Electronics,Laptops,6458
4322,Fisher-Price Little People Sit with Me School Bus Vehicle,4.8,9.84,1931,Toys & Games,Play Vehicles,1931
4323,Clinique Happy .14 oz Perfume Spray Miniature,4.6,6.99,9445,Beauty & Personal Care,Fragrance,9445
4324,Apple EarPods with 3.5mm Headphone Plug - White,4.6,19.00,19508,Electronics,Headphones,19508
4325,"ASUS Gaming Router Tri-bAnd WiFi (Up to 5334 Mbps) For VR & 4K streaming, 1.8GHz Quad-Core processor, Gaming Port, Whole…",4.3,299.85,932,Computers & Accessories,Routers,932
4326,The Honest Company Truly Calming Lavender Shampoo + Body Wash Tear Free Baby Shampoo + Body Wash Naturally Derived…,4.7,8.99,5073,Baby,Baby Care,5073
4327,What's Going On,4.7,7.15,2037,CDs & Vinyl,Blues,2037
4328,"Breezz Air Compressor, 12V DC Portable Auto Tire Pump with Digital Display Pressure Gauge up to 150PSI for Car, Bicycle…",4.4,24.99,3887,Automotive,Wheels & Tires,3887
4329,"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD…",4.5,364.99,15489,Electronics,Computers & Accessories,15489
4330,"iDesign Gia Sink Suction Holder for Sponges, Scrubbers, Soap in Kitchen, Bathroom, Bathtubs, 5.75"" x 2.25"" x 2.5…",4.4,6.99,16309,Home & Kitchen,Bath,16309
4331,"KLIQ MetroPitch - Metronome Tuner for All Instruments - with Guitar, Bass, Violin, Ukulele, and Chromatic Tuning Modes…",4.5,26.97,2327,Musical Instruments,Instrument Accessories,2327
4332,SKOANBE 10PCS AG10 SG10 LR1130 1.5V Button Coin Cell Battery,4.5,4.69,3406,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories",3406
4333,"Disney 16"" Minnie Mouse in Pink Dress Plush Doll",4.8,16.70,1228,Toys & Games,Puppets & Puppet Theaters,1228
4334,Buffalo Games - Darrell Bush - Canoe Lake - 1000 Piece Jigsaw Puzzle & Signature Collection - Cinque Terre - 1000 Piece…,4.5,13.00,2568,Toys & Games,Puzzles,2568
4335,"Extra Strong Nail Fungus Treatment -Made in USA, Best Nail Repair Set, Stop Fungal Growth, Effective Fingernail…",4.0,19.97,4541,Beauty & Personal Care,"Foot, Hand & Nail Care",4541
4336,"Clitoral Sucking Vibrator with 7 Intense Suction, Adorime Rechargeable Waterproof Clit Sucker Nipple Stimulator Sex Toys…",4.6,39.99,2768,Health & Household,Sexual Wellness,2768
4337,"Yankee Candle Car Jar Ultimate Hanging Air Freshener 3-Pack (Bahama Breeze, Black Coconut, and Turquoise Sky)",4.1,0.97,9025,Automotive,Interior Accessories,9025
4338,"New Apple iPad Pro (12.9-inch, Wi-Fi, 256GB) - Space Gray (4th Generation)",4.8,1029.00,3521,Electronics,Tablets,3521
4339,Razer Kraken X Ultralight Gaming Headset: 7.1 Surround Sound - Lightweight Aluminum Frame - Bendable Cardioid Microphone…,4.3,49.99,7958,Video Games,PC Games,7958
4340,adidas Men's Tiro 19 Training Pants,4.7,23.89,14324,Sports & Outdoors,Sports & Fitness,14324
4341,"Scholastic Success With: Grammar, Grade 3 (Scholastic Success with Workbooks: Grammar)",4.7,2.25,1728,Books,Test Preparation,1728
4342,"National Geographic Break Open 10 Premium Geodes – Includes Goggles, Detailed Learning Guide & 2 Display Stands - Great…",4.5,10.49,10889,Toys & Games,Learning & Education,10889
4343,"Wood Magnetic Poster Frame Hanger, Magnet Poster Hanger for Posters, Prints, Photos, Pictures, Maps, Scrolls, and Canvas…",4.8,5.99,1123,Home & Kitchen,Wall Décor,1123
4344,DropperStop 1oz Amber Glass Dropper Bottles (30mL) with Tapered Glass Droppers - Pack of 2,4.7,4.15,3301,Industrial & Scientific,Lab & Scientific Products,3301
4345,"Maybelline New York Brow Tattoo Longlasting Tint, Dark Brown, 4.9 ml",4.2,14.94,14765,Beauty & Personal Care,Makeup,14765
4346,"PLANTERS Deluxe Whole Cashews, 18.25 oz. Resealable Jar - Wholesome Snack Roasted in Peanut Oil with Sea Salt - Nutrient…",4.8,8.58,3013,Grocery & Gourmet Food,Produce,3013
4347,"Pearhead Hello Handsome, First 5 Years Baby Memory Book with Photo Insert, Blue",4.7,8.99,3136,Baby,Gifts,3136
4348,EASTHILL Large Capacity Pencil Case Multi-Slot Pen Bag Pouch Holder for Middle High School Office College Girl Adult…,4.7,8.99,8566,"Arts, Crafts & Sewing",Organization & Storage,8566
4349,"Fintie Slimshell Case for All-New Kindle Paperwhite (10th Generation, 2018 Release) - Premium Lightweight PU Leather…",4.7,10.99,2394,Electronics,eBook Readers & Accessories,2394
4350,Kaytee Supreme Bird Food,4.7,4.55,2317,Pet Supplies,Birds,2317
4351,Memories of Tomorrow (Nameless Book 6),4.7,1.99,2686,Kindle Store,Kindle Short Reads,2686
4352,Sanniti Spanish Non Pareil Capers in Vinegar and Salt Brine - 33.5 oz (2 Pack),4.7,17.99,714,Grocery & Gourmet Food,Deli & Prepared Foods,714
4353,"Design House 181446 10-Pack Hinge 3.5"", Oil Rubbed Bronze",4.7,4.89,1783,Industrial & Scientific,Commercial Door Products,1783
4354,Little Live Pets - Sparkles My Dancing Interactive Unicorn | Dances & Lights to Music - Engaging Fun - Batteries…,4.6,14.99,3241,Toys & Games,Electronics for Kids,3241
4355,"Similane 6 Pieces Embroidery Hoops, Plastic Circle Cross Stitch Hoop Ring 3.4 inch to 10.2 inch (Multicolor) for…",4.6,7.99,1261,"Arts, Crafts & Sewing",Needlework,1261
4356,"RenFox Kids Musical Mats, Music Piano Keyboard Dance Floor Mat Carpet Animal Blanket Touch Playmat Early Education Toys…",4.3,25.99,2452,Toys & Games,Electronics for Kids,2452
4357,Sweet Home 3D [PC Download],3.5,14.99,1148,Software,Lifestyle & Hobbies,1148
4358,"Conair Extreme Steam Hand Held Fabric Steamer with Dual Heat, White/Blue",4.3,31.41,5825,Home & Kitchen,Irons & Steamers,5825
4359,CUTTING NOT REQUIRED - Key Fob Keyless Entry Remote Shell Case & Pad fits Honda Accord/Civic/CR-V/Fit/Odyssey/Pilot…,3.7,7.49,4107,Automotive,Replacement Parts,4107
4360,Bicycle Playing Cards,4.8,0.88,6124,Toys & Games,Games,6124
4361,"At&t Nano SIM Card for iPhone 5, 5c, 5s, 6, 6 Plus, 7, 8, X, and iPad Air As Seen In the Picture",4.2,3.44,744,Cell Phones & Accessories,SIM Cards & Prepaid Minutes,744
4362,Purina Pro Plan Veterinary Supplements FortiFlora With Probiotics Canine Nutritional Dog Supplement,4.7,30.99,11105,Pet Supplies,Dogs,11105
4363,Whitmor Wire Over The Door Ironing Caddy - Iron and Ironing Board Storage Organizer,4.5,6.79,7702,Home & Kitchen,Irons & Steamers,7702
4364,TEKTON 46132 3/8-Inch I.D. by 3-Foot 300 PSI Hybrid Lead-In Air Hose with 1/4-Inch MPT Ends,4.8,10.00,900,Industrial & Scientific,"Hydraulics, Pneumatics & Plumbing",900
4365,"Linkable LED Shop Light for Garage, 4FT 36W Utility Light Fixture for Workshop Basement, 5000K Daylight LED Workbench…",4.6,54.99,4149,Tools & Home Improvement,Commercial Lighting,4149
4366,Chemical Guys WAC_118_16 JetSeal Paint Sealant & Paint Protectant with UV Protection & Hydrophobic Properties (16 oz),4.7,35.72,1994,Automotive,Paint & Paint Supplies,1994
4367,Little Tikes Go and Grow Lil' Rollin' Giraffe Ride-on (Amazon Exclusive),4.6,29.99,5003,Toys & Games,"Bikes, Skates & Ride-Ons",5003
4368,"NWT Custom Canvas Prints with Your Photos for Pet/Animal, Personalized Canvas Pictures for Wall to Print Framed 8x10…",4.6,15.99,2790,Home & Kitchen,Wall Décor,2790
4369,Pro Grade - Paint Brushes - 5 Ea - Paint Brush Set,4.6,6.25,14786,Tools & Home Improvement,"Paint, Wall Treatments & Supplies",14786
4370,Bins & Things Storage Container with 30 Adjustable Compartments for Storing & Organizing Sewing Embroidery Accessories…,4.2,19.99,1253,"Arts, Crafts & Sewing",Organization & Storage,1253
4371,Panasonic Expandable Cordless Phone System with Amber Backlit Display – 2 Handsets – KX-TGC352B (Black),4.3,39.95,5320,Office Products,Office Electronics,5320
4372,Kaytee Wild Bird Food Black Oil Sunflower - 5 Lb,4.7,9.99,4435,Pet Supplies,Birds,4435
4373,HighKey Keto Cookies - Low Carb Snacks - No Sugar Added Snack - Grain & Gluten Free Food - Healthy Foods - Paleo…,4.4,13.97,4359,Grocery & Gourmet Food,Breads & Bakery,4359
4374,B&C Eagle A3X131/22 Round Head 3-Inch x .131 x 22 Degree Bright Smooth Shank Plastic Collated Framing Nails (500 per box…,4.7,15.96,653,Tools & Home Improvement,Air Tools,653
4375,"3 in 1 Case Compatible for New 2DS XL,Carrying Case Compatible for Nintendo 2DS XL with Stylus, 2 Screen Protector Film…",4.6,13.99,974,Video Games,Nintendo DS,974
4376,AUSTOR AC Adapter Wall Power Charger for Nintendo Wii U Gamepad,4.7,8.49,1799,Video Games,Wii U,1799
4377,Baritone Ukulele 30 inch Uke Mahogany With DGBE String Strap Ukulele picks From Kmise,4.7,49.99,3195,Musical Instruments,"Ukuleles, Mandolins & Banjos",3195
4378,Marpac Dohm Classic (White) | The Original White Noise Machine | Soothing Natural Sound from a Real Fan | Noise…,4.5,44.95,9826,Home & Kitchen,Kids' Home Store,9826
4379,"2020 Upgraded Portable CD Player with Bluetooth, FM Radio, Wall Mountable CD Music Player with IR Remote Control, Built…",4.6,42.99,1449,Electronics,Portable Audio & Video,1449
4380,Pick Your Poison Card Game: The “What Would You Rather Do?” Party Game for All Ages - Family Edition,4.3,24.95,1053,Toys & Games,Collectible Card Games,1053
4381,"Belkin 12-Outlet Power Strip Surge Protector, 8ft Cord(3,940 Joules), Gray",4.8,24.99,32783,Tools & Home Improvement,Electrical,32783
4382,"Clearblue Digital Pregnancy Test with Smart Countdown, 3 count",4.6,13.98,5798,Health & Household,Medical Supplies & Equipment,5798
4383,"Trak-4 GPS Tracker for Tracking Assets, Equipment, and Vehicles",4.3,40.41,1105,Electronics,GPS & Navigation,1105
4384,Original Retro Brand NCAA Face Covering 3-Pack,4.6,19.49,2883,Sports & Outdoors,Fan Shop,2883
4385,MIHOLL Women's Short Sleeve V-Neck Shirts Loose Casual Tee T-Shirt,4.3,9.99,13011,"Clothing, Shoes & Jewelry",Novelty & More,13011
4386,"Acne Treatment Differin Gel, Acne Spot Treatment for Face w/ Adapalene, 15g, 30 Day Supply, 0.5 Ounce",4.5,12.88,18632,Beauty & Personal Care,Skin Care,18632
4387,"Medline Shower Chair Bath Seat with Padded Armrests and Back, Great for Bathtubs, Supports up to 350 lbs",4.7,41.98,5115,Tools & Home Improvement,Kitchen & Bath Fixtures,5115
4388,"Think Tank Scholar 173 Multiplication Flash Cards | All Facts 0-12 Color Coded | Best for Kids in 3rd, 4th 5th & 6th…",4.8,14.99,1282,Toys & Games,Learning & Education,1282
4389,Universal Battery Charger EASTSHINE S2 LCD Display Speedy Smart Charger for Rechargeable Batteries Ni-MH Ni-Cd AA AAA Li…,4.7,19.99,3376,Electronics,Portable Audio & Video,3376
4390,SRA Soldering Products Rosin Paste Flux #135 In A 2 oz Jar,4.7,8.99,4386,Automotive,Tools & Equipment,4386
4391,"TRESemmé Hair Spray Finishing 11 oz, Pack of 6",4.7,4.79,7836,Beauty & Personal Care,Hair Care,7836
4392,"Switch Grip with Upgraded Adjustable Stand Compatible with Nintendo Switch, OIVO Asymmetrical Grip with Upgraded…",4.7,15.99,691,Video Games,Nintendo DS,691
4393,"Toshiba EM131A5C-BS Microwave Oven with Smart Sensor, Easy Clean Interior, ECO Mode and Sound On/Off, 1.2 Cu.ft, Black…",4.5,111.03,13178,Home & Kitchen,Small Appliances,13178
4394,"Isopure Zero Carb Unflavored 25g Protein, 100% Whey Protein Isolate, Keto Friendly Protein Powder, No Added Colors…",4.4,15.41,11006,Health & Household,Sports Nutrition,11006
4395,"Klein Tools 32581 Precision Screwdriver Set, 4-in-1 Electronics Screwdriver with Industrial Strength Phillips and…",4.8,9.97,5795,Automotive,Tools & Equipment,5795
4396,"Lenny & Larry's The Complete Cookie, Apple Pie, Soft Baked, 16g Plant Protein, Vegan, Non-GMO, 4 Ounce Cookie (Pack of…",4.5,9.99,7536,Grocery & Gourmet Food,Breads & Bakery,7536
4397,"Silicone Pastry Mat Non Stick Extra Thick Baking Mat with Measurement Fondant Mat, Counter Mat, Dough Rolling Mat, Oven…",4.7,9.98,4002,Home & Kitchen,Bakeware,4002
4398,Raskullz Mohawk Toddler 3+ and Child 5+ Helmets,4.8,19.96,3555,Toys & Games,"Bikes, Skates & Ride-Ons",3555
4399,NETGEAR Nighthawk WiFi Router (R7000P) - AC2300 Wireless Speed (up to 2300 Mbps) | Up to 2000 sq ft Coverage & 35…,4.3,156.14,57347,Computers & Accessories,Routers,57347
4400,AmazonBasics RJ45 Cat-6 Ethernet Patch Internet Cable - 10 Feet (3 Meters),4.7,8.04,41178,Industrial & Scientific,Industrial Electrical,41178
4401,"Black Silverware Set, LIANYU 20-Piece Stainless Steel Flatware Cutlery Set for 4, Mirror Finish, Dishwasher Safe, Nice…",4.6,17.99,10136,Home & Kitchen,Dining & Entertaining,10136
4402,"Kitchen Shears, Acelone Premium Heavy Duty Shears Ultra Sharp Stainless Steel Multi-function Kitchen Scissors for…",4.6,9.67,4748,Home & Kitchen,Cutlery & Knife Accessories,4748
4403,SanDisk Cruzer 128GB USB 2.0 Flash Drive (SDCZ36-128G-B35),4.7,18.99,42164,Electronics,Data Storage,42164
4404,Under Armour Men's Tech 2.0 Short Sleeve T-Shirt,4.6,16.24,21688,Sports & Outdoors,Sports & Fitness,21688
4405,"Graco SnugRide Click Connect 30/35 LX Infant Car Seat Base, Black",4.9,31.99,5937,Baby,Car Seats,5937
4406,"Kindle Oasis Leather Cover, Black",4.5,49.99,1538,Amazon Devices & Accessories,Amazon Device Accessories,1538
4407,Campus Colors NCAA Adult Arch & Logo Gameday Crewneck Sweatshirt,4.7,34.95,2226,Sports & Outdoors,Fan Shop,2226
4408,Bounty Hunter TK4 Tracker IV Metal Detector & Bounty Carry Bag,4.4,92.99,5533,"Patio, Lawn & Garden",Mowers & Outdoor Power Tools,5533
4409,"Door Knob Wall Shield, 12PCS Transparent Round Soft Rubber Wall Protector Self Adhesive Door Handle Bumper (Small Round…",4.6,6.99,1505,Industrial & Scientific,Commercial Door Products,1505
4410,"Pyrex Grab Glass Bakeware and Food Storage Set, 8-Piece, Clear",4.7,19.99,3960,Home & Kitchen,Cookware,3960
4411,"Seat Cushion Pillow for Office Chair - 100% Memory Foam Firm Coccyx Pad - Tailbone, Sciatica, Lower Back Pain Relief…",4.3,28.99,8084,Office Products,Office Furniture & Accessories,8084
4412,Jolly Jumper Driver's Baby Mirror,4.3,6.99,5827,Baby,Car Seats,5827
4413,WORKPRO Utility Knife Blades Dispenser SK5 Steel 100-pack,4.7,9.97,3837,Industrial & Scientific,Power & Hand Tools,3837
4414,"PharMeDoc Pregnancy Pillow with Jersey Cover, C Shaped Full Body Pillow (Light Blue)",4.6,39.95,9747,Baby,For Moms,9747
4415,"Ring Size Adjuster for Loose Rings - 12 Pack, 2 Sizes - Jewelry Sizer, Mandrel for Making Jewelry Guard, Spacer, Sizer…",4.3,7.99,13906,"Arts, Crafts & Sewing",Beading & Jewelry Making,13906
4416,"Alesis Recital | 88 Key Beginner Digital Piano / Keyboard with Full Size Semi Weighted Keys, Power Supply, Built In…",4.6,235.42,4293,Musical Instruments,Keyboards,4293
4417,"Sharpie Permanent Marker, Fine Point, Black, Pack of 5",4.8,3.99,18699,Office Products,Office Supplies,18699
4418,Joycuff Inspirational Bracelets for Women Mom Personalized Gift for Her Engraved Mantra Cuff Bangle Crown Birthday…,4.8,13.97,11051,"Clothing, Shoes & Jewelry",Girls,11051
4419,The Very Best Of The Moody Blues,4.6,10.99,1280,CDs & Vinyl,Classical,1280
4420,"NutriChef PKTEWC120 Nutrichef 12 Bottle Thermoelectric Wine Cooler Refrigerator | Red, White, Champagne Chiller…",4.5,219.99,1686,Kitchen & Dining,Wine Cellars,1686
4421,"NOCO GENIUS1, 1-Amp Fully-Automatic Smart Charger, 6V And 12V Battery Charger, Battery Maintainer, And Battery…",4.6,34.13,4860,Automotive,Tools & Equipment,4860
4422,Premium Rainbow Color Embroidery Floss - Cross Stitch Threads - Friendship Bracelets Floss - Crafts Floss - 105 Skeins…,4.6,9.97,4114,"Arts, Crafts & Sewing",Thread & Floss,4114
4423,D'Addario Humidipak Automatic Humidity Control System (for guitar) - PW-HPK-01,4.7,13.49,2363,Musical Instruments,Instrument Accessories,2363
